,地区,导演,年份,时长,演员,电影名,类型,评分,评论数,语言
16,[' 中国大陆 / 香港'],['阚家伟'],['2018'],['100'],"['甄子丹', '陈乔恩', '喻亢', '骆明劼', '汤君慈', '汤君耀', '李靖筠', '刘朝健', '林秋楠', '云千千', '林嘉华', '张坚庭', '骆应钧', '李枫', '欧阳伟豪', '楼南光', '张文杰']",['大师兄 大師兄'],"['喜剧', '动作']",['5.1'],['27282'],[' 粤语']
19,[' 法国'],['弗兰克·盖思堂彼得'],['2018'],['100'],"['弗兰克·盖思堂彼得', '马利克·班泽拉', '伯纳尔·法西', '萨尔瓦托雷·埃斯波西托', '萨巴纳·奥扎尼', '爱德华·蒙多特', '朗齐·贝迪亚', '茂萨·马斯克里', '夏洛特·加布里斯']",['的士速递5 Taxi 5'],"['喜剧', '动作', '犯罪']",['5.4'],['19270'],[' 法语 / 意大利语']
12,[' 中国大陆 / 香港'],['袁和平'],['2018'],['107'],"['张晋', '戴夫·巴蒂斯塔', '柳岩', '杨紫琼', '托尼·贾', '郑嘉颖', '周秀娜', '谭耀文', '释彦能', '姜皓文', '栢天男', '元华']",['叶问外传：张天志 葉問外傳：張天志'],"['剧情', '动作', '犯罪']",['5.6'],['30968'],[' 汉语普通话 / 粤语']
7,[' 香港'],['林德禄 '],['2018'],['97'],"['古天乐', '张智霖', '郑嘉颖', '邓丽欣', '栢天男', '谢天华', '张继聪', '夏嫣', '蔡瀚亿', '廖启智', '谭耀文', '卢海鹏', '罗兰', '麦长青', '张松枝', '陈庭欣', '丁海峰', '冯雷', '李昕岳']",['反贪风暴3 L風暴'],"['剧情', '动作', '犯罪']",['5.7'],['82751'],[' 粤语 / 汉语普通话']
20,[' 印度'],['维贾伊·克利须那·阿查里雅'],['2018'],['164'],"['阿米尔·汗', '卡特莉娜·卡芙', '阿米达普·巴强', '劳埃德·欧文', '阿明·阿卜杜勒·奎德', '法缇玛·萨那·纱卡', '洛尼特·罗伊', '杰奇·史洛夫', '谢恩·约翰·克鲁格', '巴拉特·巴蒂', '曼吉特·辛格', '乔·阿泽帕迪', '穆罕默德·齐尚·艾布', '瑟仁德·帕尔', '沙棘·乔杜里', '罗曼·扬科维奇']",['印度暴徒 Thugs of Hindostan'],"['喜剧', '动作', '冒险']",['5.9'],['19871'],[' 印地语']
24,[' 中国大陆'],['陈翔'],['2018'],['96'],"['应宝林', '闰土', '毛台', '蘑菇头', '吴妈', '猪小明']",['陈翔六点半之铁头无敌'],"['剧情', '喜剧', '动作']",['6.1'],['8878'],[' 汉语普通话']
13,[' 美国 / 加拿大'],['苏珊娜·福格尔'],['2018'],['117'],"['米拉·库尼斯', '凯特·麦克金农', '贾斯汀·塞洛克斯', '萨姆·修汉', '薇尔玛·斯泽克斯', '哈桑·明哈杰', '凯文·亚当斯', '吉莲·安德森', '伊万娜·萨赫诺', '简·库丁', '保罗·雷瑟', '弗雷德·迈拉麦德', '詹姆斯·弗雷特', '卡罗琳·皮克尔斯', '贾斯婷·瓦希伯格', '汤姆·斯托顿', '罗德里克·希尔']",['我的间谍前男友 The Spy Who Dumped Me'],"['喜剧', '动作']",['6.2'],['40878'],[' 英语 / 俄语 / 法语']
8,[' 法国 / 美国 / 英国'],['大卫·科尔'],['2018'],['89'],"['罗温·艾金森', '本·米勒', '欧嘉·柯瑞兰寇', '杰克·莱西', '艾玛·汤普森', '米兰达·亨妮莎', '亚当·詹姆斯', '萨曼莎·罗素', '大卫·穆梅尼', '通恰伊·古奈什', '梶冈润一', '埃迪·奥康奈尔', '尼克·欧文福特', '马修·比尔德']",['憨豆特工3 Johnny English Strikes Again'],"['喜剧', '动作', '冒险']",['6.4'],['58465'],[' 英语']
27,[' 美国'],['皮埃尔·莫瑞尔'],['2018'],['102'],"['詹妮弗·加纳', '小约翰·加拉赫', '约翰·奥提兹', '胡安·巴勃罗·拉瓦', '安妮·伊隆泽', '杰夫·赫普内尔', '凯莱·弗莱明', '埃迪·辛', '马索·曼恩', '泰森·里特', '伊恩·卡塞尔伯里', '理查德·卡夫拉尔', '约翰尼·奥蒂斯']",['薄荷 Peppermint'],"['剧情', '动作', '惊悚']",['6.5'],['6796'],[' 英语']
23,[' 美国 / 意大利'],['斯特法诺·索利马'],['2018'],['122'],"['本尼西奥·德尔·托罗', '乔什·布洛林', '伊莎贝拉·莫奈', '凯瑟琳·基纳', '杰弗里·多诺万', '马修·莫迪恩', '吉姆·戴佛提', '伊恩·鲍汉', '曼努埃尔·加西亚-鲁尔福', '杰克·皮克金', '布鲁诺·庇屈', '杰克莫·巴泽尔', '以利亚·罗德里格斯']",['边境杀手2：边境战士 Sicario: Day of the Soldado'],"['剧情', '动作', '犯罪']",['6.7'],['20969'],[' 英语 / 西班牙语']
0,[' 中国大陆'],['陈思诚'],['2018'],['121'],"['王宝强', '刘昊然', '肖央', '刘承羽', '尚语贤', '王迅', '妻夫木聪', '迈克尔·皮特', '白灵', '元华', '曾江', '王成思', '杨金赐', '范湉湉', '佟丽娅', '陈思诚']",['唐人街探案2'],"['喜剧', '动作', '悬疑', '犯罪']",['6.7'],['578904'],[' 汉语普通话']
2,[' 中国大陆'],['姜文'],['2018'],['137'],"['彭于晏', '廖凡', '姜文', '周韵', '许晴', '泽田谦也', '安地', '史航', '李梦', '丁嘉丽', '陈曦']",['邪不压正'],"['剧情', '喜剧', '动作']",['7.0'],['474980'],[' 汉语普通话 / 英语 / 日语 / 法语']
4,[' 中国大陆'],['韩延'],['2018'],['132'],"['李易峰', '迈克尔·道格拉斯', '周冬雨', '曹炳琨', '王戈', '苏可']",['动物世界'],"['剧情', '动作', '冒险']",['7.2'],['363483'],[' 汉语普通话 / 英语']
3,[' 中国大陆 / 香港'],['张艺谋'],['2018'],['116'],"['邓超', '孙俪', '郑恺', '王千源', '王景春', '胡军', '关晓彤', '吴磊', '封柏']",['影'],"['剧情', '动作', '武侠', '古装']",['7.2'],['410965'],[' 汉语普通话']
5,[' 美国'],['大卫·雷奇'],['2018'],['119'],"['瑞恩·雷诺兹', '乔什·布洛林', '朱利安·迪尼森', '斯蒂芬·卡皮契奇', '莎姬·贝兹', 'T·J·米勒', '莱斯利·格塞斯', '卡兰·索尼', '布里安娜·希德布兰德', '莫蕾娜·巴卡琳', '杰克·凯西', '埃迪·马森', '忽那汐里', '兰德尔·瑞德', '尼古莱·维切尔', '赛尔·哈里斯', '罗伯·德兰尼', '刘易斯·谭', '比尔·斯卡斯加德', '泰瑞·克鲁斯', '布拉德·皮特', '罗伯特·梅耶', '艾伦·图代克', '马特·达蒙', '海莉·塞尔斯', '麦克·多普德', '卢克·勒斯勒尔', '亨特·狄龙', '大卫·雷奇', '山姆·哈格雷夫', '尼古拉斯·霍尔特']",['死侍2：我爱我家 Deadpool 2'],"['喜剧', '动作', '科幻', '冒险']",['7.3'],['283502'],[' 英语']
14,[' 日本'],['福田雄一'],['2018'],['135'],"['小栗旬', '菅田将晖', '桥本环奈', '柳乐优弥', '吉泽亮', '三浦春马', '洼田正孝', '室毅', '长泽雅美', '冈田将生', '木村绿子', '佐藤二朗', '中村勘九郎', '堂本刚', '堤真一', '胜地凉', '夏菜', '户塚纯贵', '立木文彦']",['银魂2 銀魂2 掟は破るためにこそある'],"['喜剧', '动作', '冒险']",['7.4'],['22124'],[' 日语']
6,[' 美国'],['布拉德·伯德'],['2018'],['118'],"['格雷格·T·尼尔森', '霍利·亨特', '莎拉·沃威尔', '赫克·米尔纳', '伊莱·富西尔', '凯瑟琳·基纳', '塞缪尔·杰克逊', '伊莎贝拉·罗西里尼', '鲍勃·奥登科克', '布拉德·伯德', '索菲亚·布什', '乔纳森·班克斯', '约翰·拉岑贝格', '金伯利·阿代尔·克拉克', '托亚·特纳']",['超人总动员2 Incredibles 2'],"['喜剧', '动作', '动画', '冒险']",['7.9'],['177728'],[' 英语']
1,[' 中国大陆 / 香港'],['庄文强'],['2018'],['130'],"['周润发', '郭富城', '张静初', '冯文娟', '廖启智', '周家怡', '王耀庆', '方中信', '高捷', '邢佳栋', '张松枝', '张建声', '吴嘉龙', '孙佳君']",['无双 無雙'],"['剧情', '动作', '悬疑', '犯罪']",['8.1'],['606119'],[' 汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语']
